"Team","Year","Value Column Name","Value"
"Great Britain-1","1998","Female Participants%","0"
"Great Britain-1","2000","Total No. of Medals Won for Women","0"
"Great Britain-1","2000","No. of Gold Medals won By Female","0"
"Great Britain-1","2000","Medals Won By Women %",
"Great Britain-1","2000","Total No. of Female Participants","3"
"Great Britain-1","2000","Female Participants%","0.5"
"Great Britain-1","2002","Total No. of Medals Won for Women","0"
"Great Britain-1","2002","No. of Gold Medals won By Female","0"
"Great Britain-1","2002","Medals Won By Women %",
"Great Britain-1","2002","Total No. of Female Participants","2"
"Great Britain-1","2002","Female Participants%","0.25"
"Great Britain-1","2004","Total No. of Medals Won for Women","1"
"Great Britain-1","2004","No. of Gold Medals won By Female","0"
"Great Britain-1","2004","Medals Won By Women %","0.5"
"Great Britain-1","2004","Total No. of Female Participants","3"
"Great Britain-1","2004","Female Participants%","0.75"
"Great Britain-1","2006","Total No. of Medals Won for Women",
"Great Britain-1","2006","No. of Gold Medals won By Female",
"Great Britain-1","2006","Medals Won By Women %",
"Great Britain-1","2006","Total No. of Female Participants",
"Great Britain-1","2006","Female Participants%",
"Great Britain-1","2008","Total No. of Medals Won for Women","0"
"Great Britain-1","2008","No. of Gold Medals won By Female","0"
"Great Britain-1","2008","Medals Won By Women %",
"Great Britain-1","2008","Total No. of Female Participants","1"
"Great Britain-1","2008","Female Participants%","0.5"
"Great Britain-1","2010","Total No. of Medals Won for Women","0"
"Great Britain-1","2010","No. of Gold Medals won By Female","0"
"Great Britain-1","2010","Medals Won By Women %",
"Great Britain-1","2010","Total No. of Female Participants","3"
"Great Britain-1","2010","Female Participants%","0.5"
"Great Britain-1","2012","Total No. of Medals Won for Women","0"
"Great Britain-1","2012","No. of Gold Medals won By Female","0"
"Great Britain-1","2012","Medals Won By Women %","0"
"Great Britain-1","2012","Total No. of Female Participants","2"
"Great Britain-1","2012","Female Participants%","0.3333333333333333"
"Great Britain-1","2014","Total No. of Medals Won for Women","0"
"Great Britain-1","2014","No. of Gold Medals won By Female","0"
"Great Britain-1","2014","Medals Won By Women %",
"Great Britain-1","2014","Total No. of Female Participants","0"
"Great Britain-1","2014","Female Participants%","0"
"Great Britain-1","2016","Total No. of Medals Won for Women","0"
"Great Britain-1","2016","No. of Gold Medals won By Female","0"
"Great Britain-1","2016","Medals Won By Women %",
"Great Britain-1","2016","Total No. of Female Participants","1"
"Great Britain-1","2016","Female Participants%","0.25"
"Great Britain-2","1998","Total No. of Medals Won for Women","0"
"Great Britain-2","1998","No. of Gold Medals won By Female","0"
"Great Britain-2","1998","Medals Won By Women %",
"Great Britain-2","1998","Total No. of Female Participants","0"
"Great Britain-2","1998","Female Participants%","0"
"Great Britain-2","2000","Total No. of Medals Won for Women","1"
"Great Britain-2","2000","No. of Gold Medals won By Female","0"
"Great Britain-2","2000","Medals Won By Women %","0.5"
"Great Britain-2","2000","Total No. of Female Participants","2"
"Great Britain-2","2000","Female Participants%","0.5"
"Great Britain-2","2002","Total No. of Medals Won for Women","0"
"Great Britain-2","2002","No. of Gold Medals won By Female","0"
"Great Britain-2","2002","Medals Won By Women %",
"Great Britain-2","2002","Total No. of Female Participants","2"
"Great Britain-2","2002","Female Participants%","0.25"
"Great Britain-2","2004","Total No. of Medals Won for Women","0"
"Great Britain-2","2004","No. of Gold Medals won By Female","0"
"Great Britain-2","2004","Medals Won By Women %",
"Great Britain-2","2004","Total No. of Female Participants","3"
"Great Britain-2","2004","Female Participants%","0.75"
"Great Britain-2","2006","Total No. of Medals Won for Women",
"Great Britain-2","2006","No. of Gold Medals won By Female",
"Great Britain-2","2006","Medals Won By Women %",
"Great Britain-2","2006","Total No. of Female Participants",
"Great Britain-2","2006","Female Participants%",
"Great Britain-2","2008","Total No. of Medals Won for Women","0"
"Great Britain-2","2008","No. of Gold Medals won By Female","0"
"Great Britain-2","2008","Medals Won By Women %",
"Great Britain-2","2008","Total No. of Female Participants","1"
"Great Britain-2","2008","Female Participants%","0.5"
"Great Britain-2","2010","Total No. of Medals Won for Women","0"
"Great Britain-2","2010","No. of Gold Medals won By Female","0"
"Great Britain-2","2010","Medals Won By Women %",
"Great Britain-2","2010","Total No. of Female Participants","3"
"Great Britain-2","2010","Female Participants%","0.75"
"Great Britain-2","2012","Total No. of Medals Won for Women","0"
"Great Britain-2","2012","No. of Gold Medals won By Female","0"
"Great Britain-2","2012","Medals Won By Women %","0"
"Great Britain-2","2012","Total No. of Female Participants","2"
"Great Britain-2","2012","Female Participants%","0.3333333333333333"
"Great Britain-2","2014","Total No. of Medals Won for Women","0"
"Great Britain-2","2014","No. of Gold Medals won By Female","0"
"Great Britain-2","2014","Medals Won By Women %",
"Great Britain-2","2014","Total No. of Female Participants","0"
"Great Britain-2","2014","Female Participants%","0"
"Great Britain-2","2016","Total No. of Medals Won for Women","0"
"Great Britain-2","2016","No. of Gold Medals won By Female","0"
"Great Britain-2","2016","Medals Won By Women %",
"Great Britain-2","2016","Total No. of Female Participants","1"
"Great Britain-2","2016","Female Participants%","0.3333333333333333"
"Hong Kong","1998","Total No. of Medals Won for Women",
"Hong Kong","1998","No. of Gold Medals won By Female",
"Hong Kong","1998","Medals Won By Women %",
"Hong Kong","1998","Total No. of Female Participants",
"Hong Kong","1998","Female Participants%",
"Hong Kong","2000","Total No. of Medals Won for Women","0"
"Hong Kong","2000","No. of Gold Medals won By Female","0"
"Hong Kong","2000","Medals Won By Women %",
"Hong Kong","2000","Total No. of Female Participants","12"
"Hong Kong","2000","Female Participants%","0.3870967741935484"
"Hong Kong","2002","Total No. of Medals Won for Women","0"
"Hong Kong","2002","No. of Gold Medals won By Female","0"
"Hong Kong","2002","Medals Won By Women %",
"Hong Kong","2002","Total No. of Female Participants","2"
"Hong Kong","2002","Female Participants%","1"
"Hong Kong","2004","Total No. of Medals Won for Women","0"
"Hong Kong","2004","No. of Gold Medals won By Female","0"
"Hong Kong","2004","Medals Won By Women %",
"Hong Kong","2004","Total No. of Female Participants","17"
"Hong Kong","2004","Female Participants%","0.5666666666666667"
"Hong Kong","2006","Total No. of Medals Won for Women","0"
"Hong Kong","2006","No. of Gold Medals won By Female","0"
"Hong Kong","2006","Medals Won By Women %",
"Hong Kong","2006","Total No. of Female Participants","1"
"Hong Kong","2006","Female Participants%","1"
"Hong Kong","2008","Total No. of Medals Won for Women","0"
"Hong Kong","2008","No. of Gold Medals won By Female","0"
"Hong Kong","2008","Medals Won By Women %",
"Hong Kong","2008","Total No. of Female Participants","17"
"Hong Kong","2008","Female Participants%","0.5"
"Hong Kong","2010","Total No. of Medals Won for Women","0"
"Hong Kong","2010","No. of Gold Medals won By Female","0"
"Hong Kong","2010","Medals Won By Women %",
"Hong Kong","2010","Total No. of Female Participants","1"
"Hong Kong","2010","Female Participants%","1"
"Hong Kong","2012","Total No. of Medals Won for Women","1"
"Hong Kong","2012","No. of Gold Medals won By Female","0"
"Hong Kong","2012","Medals Won By Women %","1"
"Hong Kong","2012","Total No. of Female Participants","20"
"Hong Kong","2012","Female Participants%","0.4878048780487805"
"Hong Kong","2014","Total No. of Medals Won for Women","0"
"Hong Kong","2014","No. of Gold Medals won By Female","0"
"Hong Kong","2014","Medals Won By Women %",
"Hong Kong","2014","Total No. of Female Participants","0"
"Hong Kong","2014","Female Participants%","0"
"Hong Kong","2016","Total No. of Medals Won for Women","0"
"Hong Kong","2016","No. of Gold Medals won By Female","0"
"Hong Kong","2016","Medals Won By Women %",
"Hong Kong","2016","Total No. of Female Participants","22"
"Hong Kong","2016","Female Participants%","0.5945945945945946"
"Iceland","1998","Total No. of Medals Won for Women","0"
"Iceland","1998","No. of Gold Medals won By Female","0"
"Iceland","1998","Medals Won By Women %",
"Iceland","1998","Total No. of Female Participants","3"
"Iceland","1998","Female Participants%","0.42857142857142855"
"Iceland","2000","Total No. of Medals Won for Women","1"
"Iceland","2000","No. of Gold Medals won By Female","0"
"Iceland","2000","Medals Won By Women %","1"
"Iceland","2000","Total No. of Female Participants","9"
"Iceland","2000","Female Participants%","0.5"
"Iceland","2002","Total No. of Medals Won for Women","0"
"Iceland","2002","No. of Gold Medals won By Female","0"
"Iceland","2002","Medals Won By Women %",
"Iceland","2002","Total No. of Female Participants","2"
"Iceland","2002","Female Participants%","0.3333333333333333"
"Iceland","2004","Total No. of Medals Won for Women","0"
"Iceland","2004","No. of Gold Medals won By Female","0"
"Iceland","2004","Medals Won By Women %",
"Iceland","2004","Total No. of Female Participants","5"
"Iceland","2004","Female Participants%","0.19230769230769232"
"Iceland","2006","Total No. of Medals Won for Women","0"
"Iceland","2006","No. of Gold Medals won By Female","0"
"Iceland","2006","Medals Won By Women %",
"Iceland","2006","Total No. of Female Participants","1"
"Iceland","2006","Female Participants%","0.2"
"Iceland","2008","Total No. of Medals Won for Women","0"
"Iceland","2008","No. of Gold Medals won By Female","0"
"Iceland","2008","Medals Won By Women %","0"
"Iceland","2008","Total No. of Female Participants","7"
"Iceland","2008","Female Participants%","0.25925925925925924"
"Iceland","2010","Total No. of Medals Won for Women","0"
"Iceland","2010","No. of Gold Medals won By Female","0"
"Iceland","2010","Medals Won By Women %",
"Iceland","2010","Total No. of Female Participants","1"
"Iceland","2010","Female Participants%","0.25"
"Iceland","2012","Total No. of Medals Won for Women","0"
"Iceland","2012","No. of Gold Medals won By Female","0"
"Iceland","2012","Medals Won By Women %",
"Iceland","2012","Total No. of Female Participants","6"
"Iceland","2012","Female Participants%","0.2222222222222222"
"Iceland","2014","Total No. of Medals Won for Women","0"
"Iceland","2014","No. of Gold Medals won By Female","0"
"Iceland","2014","Medals Won By Women %",
"Iceland","2014","Total No. of Female Participants","2"
"Iceland","2014","Female Participants%","0.4"
"Iceland","2016","Total No. of Medals Won for Women","0"
"Iceland","2016","No. of Gold Medals won By Female","0"
"Iceland","2016","Medals Won By Women %",
"Iceland","2016","Total No. of Female Participants","5"
"Iceland","2016","Female Participants%","0.625"
"Iran","1998","Total No. of Medals Won for Women","0"
"Iran","1998","No. of Gold Medals won By Female","0"
"Iran","1998","Medals Won By Women %",
"Iran","1998","Total No. of Female Participants","0"
"Iran","1998","Female Participants%","0"
"Iran","2000","Total No. of Medals Won for Women","0"
"Iran","2000","No. of Gold Medals won By Female","0"
"Iran","2000","Medals Won By Women %","0"
"Iran","2000","Total No. of Female Participants","1"
"Iran","2000","Female Participants%","0.030303030303030304"
"Iran","2002","Total No. of Medals Won for Women","0"
"Iran","2002","No. of Gold Medals won By Female","0"
"Iran","2002","Medals Won By Women %",
"Iran","2002","Total No. of Female Participants","0"
"Iran","2002","Female Participants%","0"
"Iran","2004","Total No. of Medals Won for Women","0"
"Iran","2004","No. of Gold Medals won By Female","0"
"Iran","2004","Medals Won By Women %","0"
"Iran","2004","Total No. of Female Participants","1"
"Iran","2004","Female Participants%","0.02702702702702703"
"Iran","2006","Total No. of Medals Won for Women","0"
"Iran","2006","No. of Gold Medals won By Female","0"
"Iran","2006","Medals Won By Women %",
"Iran","2006","Total No. of Female Participants","0"
"Iran","2006","Female Participants%","0"
"Iran","2008","Total No. of Medals Won for Women","0"
"Iran","2008","No. of Gold Medals won By Female","0"
"Iran","2008","Medals Won By Women %","0"
"Iran","2008","Total No. of Female Participants","3"
"Iran","2008","Female Participants%","0.05555555555555555"
"Iran","2010","Total No. of Medals Won for Women","0"
"Iran","2010","No. of Gold Medals won By Female","0"
"Iran","2010","Medals Won By Women %",
"Iran","2010","Total No. of Female Participants","1"
"Iran","2010","Female Participants%","0.25"
"Iran","2012","Total No. of Medals Won for Women","0"
"Iran","2012","No. of Gold Medals won By Female","0"
"Iran","2012","Medals Won By Women %","0"
"Iran","2012","Total No. of Female Participants","8"
"Iran","2012","Female Participants%","0.15384615384615385"
"Iran","2014","Total No. of Medals Won for Women","0"
"Iran","2014","No. of Gold Medals won By Female","0"
"Iran","2014","Medals Won By Women %",
"Iran","2014","Total No. of Female Participants","2"
"Iran","2014","Female Participants%","0.4"
"Iran","2016","Total No. of Medals Won for Women","1"
"Iran","2016","No. of Gold Medals won By Female","0"
"Iran","2016","Medals Won By Women %","0.125"
"Iran","2016","Total No. of Female Participants","9"
"Iran","2016","Female Participants%","0.14285714285714285"
"Israel","1998","Total No. of Medals Won for Women","0"
"Israel","1998","No. of Gold Medals won By Female","0"
"Israel","1998","Medals Won By Women %",
"Israel","1998","Total No. of Female Participants","1"
"Israel","1998","Female Participants%","0.3333333333333333"
"Israel","2000","Total No. of Medals Won for Women","0"
"Israel","2000","No. of Gold Medals won By Female","0"
"Israel","2000","Medals Won By Women %","0"
"Israel","2000","Total No. of Female Participants","10"
"Israel","2000","Female Participants%","0.2564102564102564"
"Israel","2002","Total No. of Medals Won for Women","0"
"Israel","2002","No. of Gold Medals won By Female","0"
